@_id,OrphaCode,Name/#text,DisorderType/Name/#text,DisorderGroup/Name/#text,DisorderGeneAssociationList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Symbol,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/GeneType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/Locus/GeneLocus,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationStatus/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/0/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/1/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/2/#text
20883,293864,Hypoplastic pancreas-intestinal atresia-hypoplastic gallbladder syndrome,Malformation syndrome,Disorder,1,regulatory factor X6,RFX6,3.0,gene with protein product,6.0,HGNC,21478,OMIM,612659,SwissProt,Ensembl,Q8HWS3,ENSG00000185002,RFX6,Q8HWS3,Genatlas,Reactome,1.0,6q22.1,Disease-causing germline mutation(s) in,Assessed,DNA-binding protein RFX6,MGC33442,dJ955L16.1
20874,293822,MITF-related melanoma and renal cell carcinoma predisposition syndrome,Disease,Disorder,1,melanocyte inducing transcription factor,MITF,3.0,gene with protein product,6.0,Ensembl,ENSG00000187098,Genatlas,MITF,HGNC,OMIM,7105,156845,O75030,O75030,Reactome,SwissProt,1.0,3p13,Major susceptibility factor in,Assessed,MI,bHLHe32,homolog of mouse microphthalmia
20867,293707,"Blepharophimosis-intellectual disability syndrome, MKB type",Malformation syndrome,Disorder,1,mediator complex subunit 12,MED12,6.0,gene with protein product,6.0,Ensembl,ENSG00000184634,Genatlas,MED12,HGNC,OMIM,11957,300188,Q93074,Q93074,Reactome,SwissProt,1.0,Xq13.1,Disease-causing germline mutation(s) in,Assessed,CAGH45,HOPA,KIAA0192
20737,289539,BAP1-related tumor predisposition syndrome,Disease,Disorder,1,BRCA1 associated protein 1,BAP1,4.0,gene with protein product,7.0,Reactome,Q92560,Ensembl,ENSG00000163930,Genatlas,HGNC,BAP1,950,2332,603089,IUPHAR,OMIM,1.0,3p21.1,Disease-causing germline mutation(s) in,Assessed,KIAA0272,UCHL2,hucep-6
20749,289601,Hereditary arterial and articular multiple calcification syndrome,Disease,Disorder,1,5'-nucleotidase ecto,NT5E,4.0,gene with protein product,6.0,Ensembl,ENSG00000135318,Genatlas,NT5E,HGNC,OMIM,8021,129190,P21589,P21589,Reactome,SwissProt,1.0,6q14.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,CALJA,CD73,eN
20838,293165,Skin fragility-woolly hair-palmoplantar keratoderma syndrome,Disease,Disorder,1,desmoplakin,DSP,4.0,gene with protein product,6.0,Ensembl,ENSG00000096696,Genatlas,DSP,HGNC,OMIM,3052,125647,P15924,P15924,Reactome,SwissProt,1.0,6p24.3,Disease-causing germline mutation(s) in,Assessed,DPI,DPII,KPPS2
5520,2394,Pyruvate dehydrogenase E3 deficiency,Clinical subtype,Subtype of disorder,1,dihydrolipoamide dehydrogenase,DLD,3.0,gene with protein product,6.0,Ensembl,ENSG00000091140,Genatlas,DLD,HGNC,OMIM,2898,238331,P09622,P09622,Reactome,SwissProt,1.0,7q31.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,DLDH,E3,"E3 component of pyruvate dehydrogenase complex, 2-oxo-glutarate complex, branched chain keto acid dehydrogenase complex"
5534,2686,Cyclic neutropenia,Disease,Disorder,1,"elastase, neutrophil expressed",ELANE,6.0,gene with protein product,7.0,Ensembl,ENSG00000197561,Genatlas,ELANE,HGNC,IUPHAR,3309,2358,130130,P08246,OMIM,Reactome,1.0,19p13.3,Disease-causing germline mutation(s) in,Assessed,HLE,HNE,NE
20628,284963,Marfan syndrome type 1,Clinical subtype,Subtype of disorder,1,fibrillin 1,FBN1,5.0,gene with protein product,6.0,Ensembl,ENSG00000166147,Genatlas,FBN1,HGNC,OMIM,3603,134797,P35555,P35555,Reactome,SwissProt,1.0,15q21.1,Disease-causing germline mutation(s) in,Assessed,MASS,Marfan syndrome,OCTD
20630,284979,Neonatal Marfan syndrome,Disease,Disorder,1,fibrillin 1,FBN1,5.0,gene with protein product,6.0,Ensembl,ENSG00000166147,Genatlas,FBN1,HGNC,OMIM,3603,134797,P35555,P35555,Reactome,SwissProt,1.0,15q21.1,Disease-causing germline mutation(s) in,Assessed,MASS,Marfan syndrome,OCTD
20718,289377,Early-onset myopathy with fatal cardiomyopathy,Disease,Disorder,1,titin,TTN,6.0,gene with protein product,7.0,Reactome,Q8WZ42,SwissProt,Q8WZ42,Ensembl,Genatlas,ENSG00000155657,TTN,12403,2265,HGNC,IUPHAR,1.0,2q31.2,Disease-causing germline mutation(s) in,Assessed,CMH9,CMPD4,FLJ32040
20525,281090,Syndromic recessive X-linked ichthyosis,Disease,Disorder,1,steroid sulfatase,STS,3.0,gene with protein product,6.0,Ensembl,ENSG00000101846,Genatlas,STS,HGNC,OMIM,11425,300747,P08842,P08842,Reactome,SwissProt,1.0,Xp22.31,Role in the phenotype of,Assessed,ARSC,arylsulfatase C,steryl-sulfatase
20529,281127,Acral self-healing collodion baby,Disease,Disorder,1,transglutaminase 1,TGM1,5.0,gene with protein product,6.0,Reactome,P22735,Ensembl,ENSG00000092295,Genatlas,HGNC,TGM1,11777,190195,P22735,OMIM,SwissProt,1.0,14q12,Disease-causing germline mutation(s) in,Assessed,"K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase",LI,LI1
20484,280628,Familial progressive hyper- and hypopigmentation,Disease,Disorder,1,KIT ligand,KITLG,11.0,gene with protein product,6.0,Ensembl,ENSG00000049130,Genatlas,KITLG,HGNC,OMIM,6343,184745,P21583,P21583,Reactome,SwissProt,1.0,12q21.32,Disease-causing germline mutation(s) in,Assessed,DFNA69,FPH2,KL-1
20486,280633,Multiple congenital anomalies-hypotonia-seizures syndrome,Malformation syndrome,Disorder,1,phosphatidylinositol glycan anchor biosynthesis class N,PIGN,3.0,gene with protein product,6.0,Ensembl,ENSG00000197563,Genatlas,PIGN,HGNC,OMIM,8967,606097,O95427,O95427,Reactome,SwissProt,1.0,18q21.33,Disease-causing germline mutation(s) in,Assessed,MCD4,MDC4,PIG-N
20480,280598,Hereditary sensorimotor neuropathy with hyperelastic skin,Disease,Disorder,1,fibulin 5,FBLN5,4.0,gene with protein product,6.0,Ensembl,ENSG00000140092,Genatlas,FBLN5,HGNC,OMIM,3602,604580,Q9UBX5,Q9UBX5,Reactome,SwissProt,1.0,14q32.12,Disease-causing germline mutation(s) in,Assessed,ARMD3,DANCE,EVEC
20501,280785,Bullous diffuse cutaneous mastocytosis,Clinical subtype,Subtype of disorder,1,"KIT proto-oncogene, receptor tyrosine kinase",KIT,4.0,gene with protein product,7.0,Ensembl,ENSG00000157404,Genatlas,KIT,HGNC,IUPHAR,6342,1805,164920,P10721,OMIM,Reactome,1.0,4q12,Disease-causing germline mutation(s) in,Assessed,C-Kit,CD117,SCFR
20502,280794,Pseudoxanthomatous diffuse cutaneous mastocytosis,Clinical subtype,Subtype of disorder,1,"KIT proto-oncogene, receptor tyrosine kinase",KIT,4.0,gene with protein product,7.0,Ensembl,ENSG00000157404,Genatlas,KIT,HGNC,IUPHAR,6342,1805,164920,P10721,OMIM,Reactome,1.0,4q12,Disease-causing germline mutation(s) in,Assessed,C-Kit,CD117,SCFR
20497,280679,Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome,Disease,Disorder,1,BRCA1/BRCA2-containing complex subunit 3,BRCC3,3.0,gene with protein product,6.0,Ensembl,ENSG00000185515,Genatlas,BRCC3,HGNC,OMIM,24185,300617,P46736,P46736,Reactome,SwissProt,1.0,Xq28,Role in the phenotype of,Assessed,BRCC36,C6.1A,Lys-63-specific deubiquitinase
20576,284139,"Larsen-like syndrome, B3GAT3 type",Malformation syndrome,Disorder,1,"beta-1,3-glucuronyltransferase 3",B3GAT3,3.0,gene with protein product,6.0,Ensembl,ENSG00000149541,Genatlas,B3GAT3,HGNC,OMIM,923,606374,O94766,O94766,Reactome,SwissProt,1.0,11q12.3,Disease-causing germline mutation(s) in,Assessed,GlcAT-I,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,glucuronosyltransferase I
20582,284169,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion,Clinical subtype,Subtype of disorder,1,WW domain containing adaptor with coiled-coil,WAC,5.0,gene with protein product,6.0,Ensembl,ENSG00000095787,Reactome,Q9BTA9,HGNC,SwissProt,17327,Q9BTA9,615049,WAC,OMIM,Genatlas,1.0,10p12.1,Role in the phenotype of,Assessed,BM-016,FLJ31290,MGC10753
20587,284247,Familial retinal arterial macroaneurysm,Malformation syndrome,Disorder,1,insulin like growth factor binding protein 7,IGFBP7,4.0,gene with protein product,6.0,Ensembl,ENSG00000163453,Genatlas,IGFBP7,HGNC,OMIM,5476,602867,Q16270,Q16270,Reactome,SwissProt,1.0,4q12,Disease-causing germline mutation(s) in,Assessed,FSTL2,IGFBP-7,MAC25
20585,284232,Autosomal dominant Charcot-Marie-Tooth disease type 2O,Disease,Disorder,1,dynein cytoplasmic 1 heavy chain 1,DYNC1H1,5.0,gene with protein product,6.0,Ensembl,ENSG00000197102,Genatlas,DYNC1H1,HGNC,OMIM,2961,600112,Q14204,Q14204,Reactome,SwissProt,1.0,14q32.31,Disease-causing germline mutation(s) in,Assessed,CMT2O,DHC1,Dnchc1
20592,284282,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency,Disease,Disorder,1,WW domain containing oxidoreductase,WWOX,4.0,gene with protein product,6.0,Ensembl,ENSG00000186153,Genatlas,WWOX,HGNC,OMIM,12799,605131,Q9NZC7,Q9NZC7,Reactome,SwissProt,1.0,16q23.1-q23.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,FOR,SDR41C1,WOX1
20593,284289,Adult-onset autosomal recessive cerebellar ataxia,Disease,Disorder,1,anoctamin 10,ANO10,3.0,gene with protein product,6.0,HGNC,25519,OMIM,613726,Reactome,SwissProt,Q9NW15,Q9NW15,ENSG00000160746,ANO10,Ensembl,Genatlas,1.0,3p22.1-p21.33,Disease-causing germline mutation(s) in,Assessed,FLJ10375,MGC47890,SCAR10
20598,284343,Pleuropulmonary blastoma familial tumor susceptibility syndrome,Clinical subtype,Subtype of disorder,1,"dicer 1, ribonuclease III",DICER1,5.0,gene with protein product,6.0,Ensembl,ENSG00000100697,Genatlas,DICER1,HGNC,OMIM,17098,606241,Q9UPY3,Q9UPY3,Reactome,SwissProt,1.0,14q32.13,Disease-causing germline mutation(s) (loss of function) in,Assessed,Dicer,HERNA,K12H4.8-LIKE
20556,282166,Inherited Creutzfeldt-Jakob disease,Disease,Disorder,1,prion protein,PRNP,7.0,gene with protein product,6.0,Ensembl,ENSG00000171867,Genatlas,PRNP,HGNC,OMIM,9449,176640,P04156,P04156,Reactome,SwissProt,1.0,20p13,Disease-causing germline mutation(s) in,Assessed,AltPrP,CD230,Creutzfeldt-Jakob disease
21405,309854,Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome,Disease,Disorder,1,solute carrier family 30 member 10,SLC30A10,5.0,gene with protein product,6.0,Ensembl,ENSG00000196660,Genatlas,SLC30A10,HGNC,OMIM,25355,611146,Q6XR72,Q6XR72,SwissProt,Reactome,1.0,1q41,Disease-causing germline mutation(s) in,Assessed,DKFZp547M236,ZNT8,ZRC1
21390,309803,Rhizomelic chondrodysplasia punctata type 3,Etiological subtype,Subtype of disorder,1,alkylglycerone phosphate synthase,AGPS,5.0,gene with protein product,6.0,Ensembl,ENSG00000018510,Genatlas,AGPS,HGNC,OMIM,327,603051,O00116,O00116,Reactome,SwissProt,1.0,2q31.2,Disease-causing germline mutation(s) in,Assessed,ADAP-S,ADAS,ADHAPS
21389,309796,Rhizomelic chondrodysplasia punctata type 2,Etiological subtype,Subtype of disorder,1,glyceronephosphate O-acyltransferase,GNPAT,5.0,gene with protein product,6.0,Ensembl,ENSG00000116906,Genatlas,GNPAT,HGNC,OMIM,4416,602744,O15228,O15228,Reactome,SwissProt,1.0,1q42.2,Disease-causing germline mutation(s) in,Assessed,DAP-AT,DAPAT,DHAPAT
21470,314022,Gastric adenocarcinoma and proximal polyposis of the stomach,Disease,Disorder,1,APC regulator of WNT signaling pathway,APC,5.0,gene with protein product,6.0,Ensembl,ENSG00000134982,Genatlas,APC,HGNC,OMIM,583,611731,P25054,P25054,Reactome,SwissProt,1.0,5q22.2,Disease-causing germline mutation(s) in,Assessed,DP2,DP2.5,DP3
21459,313855,FGFR2-related bent bone dysplasia,Disease,Disorder,1,fibroblast growth factor receptor 2,FGFR2,8.0,gene with protein product,7.0,Ensembl,ENSG00000066468,Genatlas,FGFR2,HGNC,IUPHAR,3689,1809,176943,P21802,OMIM,Reactome,1.0,10q26.13,Disease-causing germline mutation(s) in,Assessed,CD332,CEK3,Crouzon syndrome
21458,313850,Infantile cerebellar-retinal degeneration,Disease,Disorder,1,aconitase 2,ACO2,3.0,gene with protein product,6.0,Ensembl,ENSG00000100412,Genatlas,ACO2,HGNC,OMIM,118,100850,Q99798,Q99798,Reactome,SwissProt,1.0,22q13.2,Disease-causing germline mutation(s) in,Assessed,ACONM,"aconitate hydratase, mitochondrial",mitochondrial aconitase
21457,313846,Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome,Disease,Disorder,1,ATR serine/threonine kinase,ATR,5.0,gene with protein product,7.0,Ensembl,ENSG00000175054,Genatlas,ATR,HGNC,IUPHAR,882,1935,601215,Q13535,OMIM,Reactome,1.0,3q23,Disease-causing germline mutation(s) in,Assessed,FRP1,MEC1,"MEC1, mitosis entry checkpoint 1, homolog (S. cerevisiae)"
21451,313795,Jawad syndrome,Malformation syndrome,Disorder,1,"RB binding protein 8, endonuclease",RBBP8,4.0,gene with protein product,6.0,SwissProt,Q99708,Ensembl,ENSG00000101773,Genatlas,HGNC,RBBP8,9891,604124,Q99708,OMIM,Reactome,1.0,18q11.2,Disease-causing germline mutation(s) in,Assessed,COM1,CTBP-interacting protein,CtIP
21501,314603,Autosomal recessive spastic ataxia with leukoencephalopathy,Disease,Disorder,1,"methionyl-tRNA synthetase 2, mitochondrial",MARS2,3.0,gene with protein product,6.0,Ensembl,ENSG00000247626,Genatlas,MARS2,HGNC,OMIM,25133,609728,Q96GW9,Q96GW9,Reactome,SwissProt,1.0,2q33.1,Disease-causing germline mutation(s) in,Assessed,"Methionine tRNA ligase 2, mitochondrial",SPAX3,mtMetRS
21476,314373,Chronic infantile diarrhea due to guanylate cyclase 2C overactivity,Disease,Disorder,1,guanylate cyclase 2C,GUCY2C,3.0,gene with protein product,7.0,Ensembl,ENSG00000070019,Genatlas,GUCY2C,HGNC,IUPHAR,4688,1750,601330,P25092,OMIM,SwissProt,1.0,12p12.3,Disease-causing germline mutation(s) in,Assessed,STA receptor,STAR,heat stable enterotoxin receptor
21477,314376,Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,Disease,Disorder,1,guanylate cyclase 2C,GUCY2C,3.0,gene with protein product,7.0,Ensembl,ENSG00000070019,Genatlas,GUCY2C,HGNC,IUPHAR,4688,1750,601330,P25092,OMIM,SwissProt,1.0,12p12.3,Disease-causing germline mutation(s) in,Assessed,STA receptor,STAR,heat stable enterotoxin receptor
21478,314381,Hereditary sensory and autonomic neuropathy type 6,Disease,Disorder,1,dystonin,DST,9.0,gene with protein product,6.0,Ensembl,ENSG00000151914,Genatlas,DST,HGNC,OMIM,1090,113810,Q03001,Q03001,Reactome,SwissProt,1.0,6p12.1,Disease-causing germline mutation(s) in,Assessed,BP240,BPA,CATX-15
21475,314051,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,Disease,Disorder,1,"glutamyl-tRNA synthetase 2, mitochondrial",EARS2,4.0,gene with protein product,6.0,Reactome,Q5JPH6,SwissProt,Q5JPH6,Ensembl,Genatlas,ENSG00000103356,EARS2,29419,612799,HGNC,OMIM,1.0,16p12.2,Disease-causing germline mutation(s) in,Assessed,"Glutamate tRNA ligase 2, mitochondrial",KIAA1970,MSE1
21307,308393,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,Etiological subtype,Subtype of disorder,1,molybdenum cofactor synthesis 2,MOCS2,6.0,gene with protein product,8.0,SwissProt,O96007,Ensembl,ENSG00000164172,Genatlas,HGNC,MOCS2,7193,603708,O96007,OMIM,Reactome,1.0,5q11.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,MOCO1,MOCS2A,MOCS2B
21330,308698,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",Clinical subtype,Subtype of disorder,1,"1,4-alpha-glucan branching enzyme 1",GBE1,3.0,gene with protein product,6.0,OMIM,607839,Reactome,Q04446,SwissProt,Ensembl,Q04446,ENSG00000114480,GBE1,4180,Genatlas,HGNC,1.0,3p12.2,Disease-causing germline mutation(s) in,Assessed,Andersen disease,glycogen branching enzyme,glycogen storage disease type IV
21331,308712,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",Clinical subtype,Subtype of disorder,1,"1,4-alpha-glucan branching enzyme 1",GBE1,3.0,gene with protein product,6.0,OMIM,607839,Reactome,Q04446,SwissProt,Ensembl,Q04446,ENSG00000114480,GBE1,4180,Genatlas,HGNC,1.0,3p12.2,Disease-causing germline mutation(s) in,Assessed,Andersen disease,glycogen branching enzyme,glycogen storage disease type IV
21328,308670,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",Clinical subtype,Subtype of disorder,1,"1,4-alpha-glucan branching enzyme 1",GBE1,3.0,gene with protein product,6.0,OMIM,607839,Reactome,Q04446,SwissProt,Ensembl,Q04446,ENSG00000114480,GBE1,4180,Genatlas,HGNC,1.0,3p12.2,Disease-causing germline mutation(s) in,Assessed,Andersen disease,glycogen branching enzyme,glycogen storage disease type IV
21329,308684,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",Clinical subtype,Subtype of disorder,1,"1,4-alpha-glucan branching enzyme 1",GBE1,3.0,gene with protein product,6.0,OMIM,607839,Reactome,Q04446,SwissProt,Ensembl,Q04446,ENSG00000114480,GBE1,4180,Genatlas,HGNC,1.0,3p12.2,Disease-causing germline mutation(s) in,Assessed,Andersen disease,glycogen branching enzyme,glycogen storage disease type IV
21319,308487,Generalized galactose epimerase deficiency,Clinical subtype,Subtype of disorder,1,UDP-galactose-4-epimerase,GALE,3.0,gene with protein product,6.0,Ensembl,ENSG00000117308,Genatlas,GALE,HGNC,OMIM,4116,606953,Q14376,Q14376,Reactome,SwissProt,1.0,1p36.11,Disease-causing germline mutation(s) in,Assessed,SDR1E1,UDP-glucose 4-epimerase,"short chain dehydrogenase/reductase family 1E, member 1"
21318,308473,Erythrocyte galactose epimerase deficiency,Clinical subtype,Subtype of disorder,1,UDP-galactose-4-epimerase,GALE,3.0,gene with protein product,6.0,Ensembl,ENSG00000117308,Genatlas,GALE,HGNC,OMIM,4116,606953,Q14376,Q14376,Reactome,SwissProt,1.0,1p36.11,Disease-causing germline mutation(s) in,Assessed,SDR1E1,UDP-glucose 4-epimerase,"short chain dehydrogenase/reductase family 1E, member 1"
6020,2637,Microcephalic osteodysplastic primordial dwarfism type II,Malformation syndrome,Disorder,1,pericentrin,PCNT,7.0,gene with protein product,6.0,Ensembl,ENSG00000160299,Genatlas,PCNT,HGNC,OMIM,16068,605925,O95613,O95613,Reactome,SwissProt,1.0,21q22.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,KEN,KIAA0402,PCN
21327,308655,"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",Clinical subtype,Subtype of disorder,1,"1,4-alpha-glucan branching enzyme 1",GBE1,3.0,gene with protein product,6.0,OMIM,607839,Reactome,Q04446,SwissProt,Ensembl,Q04446,ENSG00000114480,GBE1,4180,Genatlas,HGNC,1.0,3p12.2,Disease-causing germline mutation(s) in,Assessed,Andersen disease,glycogen branching enzyme,glycogen storage disease type IV
21326,308638,"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",Clinical subtype,Subtype of disorder,1,"1,4-alpha-glucan branching enzyme 1",GBE1,3.0,gene with protein product,6.0,OMIM,607839,Reactome,Q04446,SwissProt,Ensembl,Q04446,ENSG00000114480,GBE1,4180,Genatlas,HGNC,1.0,3p12.2,Disease-causing germline mutation(s) in,Assessed,Andersen disease,glycogen branching enzyme,glycogen storage disease type IV
21325,308621,"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form",Clinical subtype,Subtype of disorder,1,"1,4-alpha-glucan branching enzyme 1",GBE1,3.0,gene with protein product,6.0,OMIM,607839,Reactome,Q04446,SwissProt,Ensembl,Q04446,ENSG00000114480,GBE1,4180,Genatlas,HGNC,1.0,3p12.2,Disease-causing germline mutation(s) in,Assessed,Andersen disease,glycogen branching enzyme,glycogen storage disease type IV
21360,309246,"GM2 gangliosidosis, AB variant",Disease,Disorder,1,GM2 ganglioside activator,GM2A,3.0,gene with protein product,6.0,Ensembl,ENSG00000196743,Genatlas,GM2A,HGNC,OMIM,4367,613109,P17900,P17900,Reactome,SwissProt,1.0,5q33.1,Disease-causing germline mutation(s) in,Assessed,SAP-3,cerebroside sulfate activator protein,sphingolipid activator protein 3
21372,309324,"Free sialic acid storage disease, infantile form",Clinical subtype,Subtype of disorder,1,solute carrier family 17 member 5,SLC17A5,6.0,gene with protein product,6.0,Ensembl,ENSG00000119899,Genatlas,SLC17A5,HGNC,OMIM,10933,604322,Q9NRA2,Q9NRA2,Reactome,SwissProt,1.0,6q13,Disease-causing germline mutation(s) in,Assessed,AST,ISSD,NSD
21373,309331,Intermediate severe Salla disease,Clinical subtype,Subtype of disorder,1,solute carrier family 17 member 5,SLC17A5,6.0,gene with protein product,6.0,Ensembl,ENSG00000119899,Genatlas,SLC17A5,HGNC,OMIM,10933,604322,Q9NRA2,Q9NRA2,Reactome,SwissProt,1.0,6q13,Disease-causing germline mutation(s) in,Assessed,AST,ISSD,NSD
21374,309334,Salla disease,Clinical subtype,Subtype of disorder,1,solute carrier family 17 member 5,SLC17A5,6.0,gene with protein product,6.0,Ensembl,ENSG00000119899,Genatlas,SLC17A5,HGNC,OMIM,10933,604322,Q9NRA2,Q9NRA2,Reactome,SwissProt,1.0,6q13,Disease-causing germline mutation(s) in,Assessed,AST,ISSD,NSD
21369,309297,Mucopolysaccharidosis type 4A,Clinical subtype,Subtype of disorder,1,galactosamine (N-acetyl)-6-sulfatase,GALNS,4.0,gene with protein product,6.0,Ensembl,ENSG00000141012,Genatlas,GALNS,HGNC,OMIM,4122,612222,P34059,P34059,Reactome,SwissProt,1.0,16q24.3,Disease-causing germline mutation(s) in,Assessed,GALNAC6S,GAS,Morquio syndrome
21357,309185,"Tay-Sachs disease, B variant, juvenile form",Clinical subtype,Subtype of disorder,1,hexosaminidase subunit alpha,HEXA,3.0,gene with protein product,6.0,HGNC,4878,OMIM,606869,Reactome,SwissProt,P06865,P06865,ENSG00000213614,HEXA,Ensembl,Genatlas,1.0,15q23,Disease-causing germline mutation(s) in,Assessed,GM2 gangliosidosis,Tay Sachs disease,beta-hexosaminidase subunit alpha
21356,309178,"Tay-Sachs disease, B variant, infantile form",Clinical subtype,Subtype of disorder,1,hexosaminidase subunit alpha,HEXA,3.0,gene with protein product,6.0,HGNC,4878,OMIM,606869,Reactome,SwissProt,P06865,P06865,ENSG00000213614,HEXA,Ensembl,Genatlas,1.0,15q23,Disease-causing germline mutation(s) in,Assessed,GM2 gangliosidosis,Tay Sachs disease,beta-hexosaminidase subunit alpha
21359,309239,"Tay-Sachs disease, B1 variant",Clinical subtype,Subtype of disorder,1,hexosaminidase subunit alpha,HEXA,3.0,gene with protein product,6.0,HGNC,4878,OMIM,606869,Reactome,SwissProt,P06865,P06865,ENSG00000213614,HEXA,Ensembl,Genatlas,1.0,15q23,Disease-causing germline mutation(s) in,Assessed,GM2 gangliosidosis,Tay Sachs disease,beta-hexosaminidase subunit alpha
21358,309192,"Tay-Sachs disease, B variant, adult form",Clinical subtype,Subtype of disorder,1,hexosaminidase subunit alpha,HEXA,3.0,gene with protein product,6.0,HGNC,4878,OMIM,606869,Reactome,SwissProt,P06865,P06865,ENSG00000213614,HEXA,Ensembl,Genatlas,1.0,15q23,Disease-causing germline mutation(s) in,Assessed,GM2 gangliosidosis,Tay Sachs disease,beta-hexosaminidase subunit alpha
21132,300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,Disease,Disorder,1,tubulin beta 3 class III,TUBB3,4.0,gene with protein product,7.0,Ensembl,ENSG00000258947,Genatlas,TUBB3,HGNC,IUPHAR,20772,2752,602661,Q13509,OMIM,Reactome,1.0,16q24.3,Disease-causing germline mutation(s) in,Assessed,CFEOM3,CFEOM3A,beta-4
21133,300573,Polymicrogyria due to TUBB2B mutation,Malformation syndrome,Disorder,1,tubulin beta 2B class IIb,TUBB2B,4.0,gene with protein product,6.0,Ensembl,ENSG00000137285,Genatlas,TUBB2B,HGNC,OMIM,30829,612850,Q9BVA1,Q9BVA1,Reactome,SwissProt,1.0,6p25.2,Disease-causing germline mutation(s) in,Assessed,DKFZp566F223,MGC8685,bA506K6.1
21134,300576,Oligodontia-cancer predisposition syndrome,Disease,Disorder,1,axin 2,AXIN2,4.0,gene with protein product,6.0,Ensembl,ENSG00000168646,Genatlas,AXIN2,HGNC,OMIM,904,604025,Q9Y2T1,Q9Y2T1,Reactome,SwissProt,1.0,17q24.1,Disease-causing germline mutation(s) in,Assessed,DKFZp781B0869,MGC126582,axil
